id,label
1,0.98291576
2,0.99032646
3,0.9871078
4,0.9803792
5,0.00021527715
6,0.0006576546
7,0.0017651198
8,0.0070392587
9,9.49838e-05
10,0.00055954454
11,0.00083017955
12,0.9708681
13,0.0008676886
14,0.0032609135
15,0.0017665555
16,0.00040618883
17,0.88773286
18,0.99806553
19,0.0008043991
20,0.0008536316
21,0.99819773
22,9.9312456e-05
23,0.98948413
24,0.9913833
25,0.00013653902
26,0.98000747
27,0.99356467
28,0.00024180525
29,0.06718567
30,0.9840333
31,0.99604756
32,0.6245528
33,0.9972862
34,0.00013744307
35,0.0007821383
36,0.00021558734
37,0.0055479724
38,0.00081998087
39,0.9747751
40,0.00020574946
41,0.91097534
42,0.99819535
43,0.9918888
44,0.9952619
45,0.0005557148
46,0.9972805
47,0.00017494839
48,0.9911993
49,0.9469292
50,0.0008886203
51,0.00285426
52,3.2633543e-05
53,0.0048030876
54,0.0010438901
55,0.0021187328
56,0.8476855
57,0.9929427
58,0.00247992
59,0.9901758
60,0.0032002693
61,0.0006785069
62,0.9341196
63,0.0014977297
64,0.00146508
65,0.9960808
66,0.9268499
67,0.99412584
68,0.0018436146
69,0.98881185
70,0.99106497
71,0.850241
72,0.9987526
73,0.9964939
74,0.9624566
75,0.01023797
76,0.99115974
77,0.991585
78,0.97655064
79,0.984553
80,0.007086359
81,0.40981415
82,0.0019878151
83,0.9700458
84,0.0029978543
85,0.9962877
86,0.9343684
87,0.997124
88,0.9962167
89,0.00025911772
90,0.017130043
91,0.00033855197
92,0.00051338685
93,0.0050977934
94,0.9976673
95,0.98253655
96,0.00048224762
97,0.99190205
98,0.9581214
99,0.0022170143
100,0.0035698034
101,0.014234999
102,0.99167377
103,0.0021278074
104,0.0002837202
105,0.98546
106,0.9951198
107,0.00081030553
108,0.002129288
109,0.9379552
110,0.9993
111,0.9927845
112,0.9947529
113,0.9971424
114,0.00080884283
115,0.0015098836
116,0.00035231767
117,0.0012636761
118,0.9993513
119,0.95585215
120,0.01959184
121,0.00673607
122,0.001504718
123,0.0008901741
124,0.0003895515
125,0.0016367862
126,0.948826
127,0.98172504
128,0.0031748945
129,0.0014156806
130,0.9718426
131,0.9573945
132,0.95102984
133,0.0029056363
134,0.0023947353
135,0.0008518971
136,0.0003472001
137,0.98772264
138,0.8513352
139,0.0025404077
140,0.0003394543
141,0.0005629186
142,0.99445516
143,0.9989755
144,0.033787474
145,0.002105076
146,0.9953323
147,0.9947589
148,0.046455376
149,0.00028558684
150,0.00041210515
151,0.984969
152,0.13135186
153,0.032720037
154,0.00074273045
155,0.99312603
156,0.0034596764
157,0.0006408521
158,0.9693028
159,0.99249774
160,0.92059255
161,0.0004176479
162,0.0004530717
163,0.00271927
164,0.9710268
165,0.0035836245
166,0.0038494458
167,0.96956563
168,3.997275e-05
169,0.000669088
170,0.0012399507
171,0.000336097
172,0.995494
173,0.9522882
174,5.5597615e-05
175,0.9974425
176,0.9972734
177,0.9543964
178,0.9943749
179,0.8654412
180,0.0013082623
181,0.99296606
182,0.94920033
183,0.0008640416
184,0.0037936806
185,0.021785077
186,0.00016465013
187,3.2730037e-05
188,0.00021187907
189,0.0030303479
190,0.99754506
191,0.00040574337
192,0.0005856357
193,0.0029753903
194,0.0066479733
195,0.97440493
196,0.91111714
197,0.9953923
198,0.0010000713
199,0.9981509
200,0.5791587
201,0.9906069
202,0.002044956
203,0.9870018
204,0.9985696
205,0.00019107662
206,0.002172697
207,0.9940043
208,9.588611e-05
209,0.0017433446
210,0.0012502595
211,0.99322045
212,0.987301
213,0.009846848
214,0.9943083
215,0.992424
216,0.9790875
217,0.9942472
218,0.0006342959
219,0.9960854
220,0.99394786
221,0.0007931163
222,0.9943922
223,0.99534553
224,0.00046125066
225,0.9904068
226,0.9725883
227,0.9954705
228,0.015668472
229,0.9940369
230,0.0005407669
231,0.9960019
232,0.76295793
233,6.61833e-05
234,0.007906334
235,0.9961659
236,0.9993598
237,0.0010118296
238,0.983448
239,0.00020125693
240,0.97861177
241,0.9936619
242,0.9878203
243,0.0004528286
244,0.9881505
245,0.9758012
246,0.3647196
247,0.976319
248,0.0010430769
249,0.0019276914
250,0.9802377
251,0.995948
252,0.01132456
253,0.9942768
254,0.0009574427
255,0.26911807
256,0.002776595
257,0.98751813
258,0.99648017
259,0.00015949893
260,0.00011757495
261,0.00019494953
262,0.99120456
263,0.0009069178
264,0.062504314
265,0.98717946
266,0.012418456
267,0.00046125066
268,0.0016691795
269,0.94130814
270,0.99852175
271,0.9933194
272,0.00037134066
273,0.98454684
274,0.0012854805
275,0.080026865
276,0.99034786
277,0.9723575
278,0.010807141
279,0.016191278
280,0.998998
281,0.9453928
282,0.9912811
283,0.00022346088
284,0.9976508
285,1.844319e-05
286,0.9934808
287,0.0018924592
288,0.005017228
289,0.99541783
290,0.0010338668
291,0.00049978035
292,0.7855309
293,0.96532637
294,0.08531572
295,0.00062946667
296,0.9993438
297,0.98648536
298,0.9782583
299,0.9944535
300,0.0052410513
301,0.001601395
302,0.0017469823
303,0.002212421
304,0.0001320343
305,0.0031541202
306,0.9894461
307,0.98028046
308,0.00021688831
309,0.00035518763
310,0.00045030055
311,0.00011189172
312,0.0010884398
313,0.0014081802
314,0.004703859
315,0.9616484
316,0.003729218
317,0.9187442
318,0.00023165681
319,0.9961815
320,0.0006475519
321,0.0019603951
322,0.9977848
323,0.015767548
324,0.00019144498
325,0.97630376
326,0.98595643
327,0.95859313
328,0.996145
329,0.00015960772
330,0.018308908
331,0.8776198
332,0.91861284
333,0.99324965
334,0.00039999938
335,0.00014658259
336,0.0012879567
337,0.9944833
338,0.00052090245
339,0.00051362277
340,0.002019084
341,0.0067429906
342,0.0011258856
343,0.23376326
344,0.26527104
345,0.21194628
346,0.996675
347,0.0011764943
348,0.996847
349,0.012278091
350,0.9956755
351,0.00014032361
352,0.99226624
353,0.97751015
354,0.86670995
355,0.9676005
356,0.9084913
357,0.00052684353
358,0.9978466
359,0.0021355778
360,0.0003220568
361,0.8867649
362,0.0017614369
363,0.98912084
364,0.000116072755
365,0.9872083
366,0.9899962
367,0.97713757
368,0.9873344
369,0.99786925
370,0.97769266
371,0.9421194
372,0.00020417062
373,0.98637784
374,0.0021544255
375,0.9934343
376,0.0003204516
377,0.9943246
378,0.0018987005
379,0.9616662
380,0.80659884
381,0.95563346
382,0.0034643617
383,0.99015397
384,0.9914505
385,0.97864497
386,0.0017652881
387,0.000970754
388,0.00068571867
389,0.9975961
390,0.0054551465
391,0.078328066
392,0.9929744
393,0.019581959
394,0.98989505
395,0.9811659
396,0.003626922
397,0.9952166
398,0.00082686637
399,0.99795365
400,0.9044991
401,0.9957535
402,0.0005652649
403,0.9821003
404,0.0010840719
405,0.99235195
406,0.98124725
407,0.010595948
408,0.021411704
409,0.0006767068
410,0.00038287602
411,0.9926594
412,0.9890754
413,0.98533756
414,0.00435734
415,0.9976126
416,0.003666547
417,0.9556403
418,0.99961555
419,0.98412836
420,0.99448687
421,0.99483705
422,0.9973093
423,0.9978421
424,0.99371696
425,0.9377345
426,0.0007572305
427,0.69578344
428,0.005204268
429,0.97997665
430,0.9846058
431,0.9927261
432,0.0037771696
433,0.9876036
434,0.9100032
435,0.9715305
436,0.00016498205
437,0.00023771888
438,0.8599573
439,0.9830353
440,0.9669275
441,0.00080237037
442,0.0042552394
443,0.99543935
444,0.060662117
445,0.00097655645
446,0.99169266
447,0.0025866907
