id,label
1,0.99401665
2,0.9982157
3,0.99636215
4,0.9940853
5,4.7245187e-05
6,0.0001295825
7,0.00038548844
8,0.0007284623
9,2.2458515e-05
10,0.00013452413
11,0.00027899354
12,0.97751105
13,0.00025119638
14,0.0006558529
15,0.00055702915
16,0.00010507979
17,0.91817296
18,0.99903834
19,0.00046295955
20,0.00087043626
21,0.9991345
22,0.0001800625
23,0.9952982
24,0.99488777
25,2.9190502e-05
26,0.99157906
27,0.99561286
28,5.6926965e-05
29,0.08023832
30,0.9887772
31,0.99810886
32,0.79836303
33,0.9991272
34,2.735841e-05
35,0.0002675652
36,8.7383596e-05
37,0.0019089037
38,9.972536e-05
39,0.976641
40,4.4860008e-05
41,0.97299093
42,0.9979425
43,0.9962942
44,0.9962509
45,0.00020703847
46,0.99888223
47,8.330922e-05
48,0.99725264
49,0.9861098
50,0.00022747586
51,0.0020432044
52,1.5161008e-05
53,0.0011965762
54,0.0005694057
55,0.0005765513
56,0.88525486
57,0.9955434
58,0.00031515886
59,0.9980426
60,0.0010392338
61,0.00012318192
62,0.96507263
63,0.00026538485
64,0.0028322695
65,0.99844885
66,0.96624327
67,0.9963051
68,0.0011135909
69,0.9868068
70,0.9988047
71,0.9509961
72,0.9994357
73,0.9980136
74,0.98926616
75,0.0049444963
76,0.9939593
77,0.9982405
78,0.9825942
79,0.9876801
80,0.0007432771
81,0.4129764
82,0.000943425
83,0.98084944
84,0.0011713353
85,0.9986376
86,0.9508728
87,0.9985838
88,0.9985114
89,8.250078e-05
90,0.011051795
91,9.788458e-05
92,0.00013872143
93,0.001703521
94,0.99814296
95,0.98041064
96,0.00014099355
97,0.9953009
98,0.9809368
99,0.00040615475
100,0.0012788499
101,0.00060763216
102,0.99573576
103,0.00064445566
104,7.199086e-05
105,0.99345446
106,0.99810815
107,0.00020573201
108,0.0012882425
109,0.95776623
110,0.99955267
111,0.99715674
112,0.99830854
113,0.9967424
114,0.00023720767
115,0.00043558134
116,0.00010849269
117,0.00023683028
118,0.9995865
119,0.9738371
120,0.016810872
121,0.0019234228
122,0.000696613
123,0.00048395008
124,0.00020996135
125,0.0006787973
126,0.9767327
127,0.9939911
128,0.0012727779
129,0.000262804
130,0.9882201
131,0.9909758
132,0.95559144
133,0.00060807966
134,0.0009805986
135,0.000541835
136,0.00012445325
137,0.99666303
138,0.9289927
139,0.0006572692
140,0.0003172549
141,0.00021415262
142,0.99493647
143,0.99969184
144,0.008499231
145,0.0007075701
146,0.9974854
147,0.99742645
148,0.00447183
149,4.298961e-05
150,3.3319873e-05
151,0.99212205
152,0.014186583
153,0.010760913
154,0.00011194445
155,0.9960711
156,0.0011883191
157,0.00038010877
158,0.98476577
159,0.9975501
160,0.96949154
161,0.00010514954
162,0.0001305397
163,0.0013962993
164,0.9806215
165,0.0019490126
166,0.00023414855
167,0.9865754
168,3.4348224e-05
169,0.0002087302
170,0.0003510224
171,0.0001876426
172,0.99601495
173,0.96099997
174,2.0584224e-05
175,0.9982628
176,0.99831426
177,0.9811446
178,0.99504507
179,0.940171
180,0.00043126216
181,0.99463
182,0.9801717
183,0.0001242282
184,0.0019271079
185,0.008407641
186,4.792631e-05
187,1.1169705e-05
188,9.0232366e-05
189,0.00060764636
190,0.9988343
191,9.220018e-05
192,0.00019221101
193,0.00033015086
194,0.0007641594
195,0.9909209
196,0.96197736
197,0.9956232
198,0.00036186332
199,0.9986499
200,0.6310157
201,0.99341935
202,0.0005543661
203,0.9911005
204,0.9993494
205,4.2501022e-05
206,0.00030891417
207,0.9981331
208,2.476054e-05
209,0.0018127433
210,0.00061277155
211,0.9975707
212,0.9954112
213,0.022604367
214,0.99325925
215,0.9960812
216,0.9908393
217,0.9979231
218,0.00033054326
219,0.9984023
220,0.9981177
221,7.9901794e-05
222,0.99710995
223,0.9984425
224,0.0001797575
225,0.9931617
226,0.96256435
227,0.9976568
228,0.0066532246
229,0.99776804
230,0.00033840485
231,0.9985482
232,0.59250987
233,1.8085593e-05
234,0.0005956449
235,0.9982622
236,0.9991259
237,0.00033464973
238,0.98675543
239,9.800702e-05
240,0.9937994
241,0.9980039
242,0.99577576
243,0.00015854064
244,0.9915024
245,0.9881351
246,0.065613866
247,0.9873131
248,0.00016234197
249,0.0012396908
250,0.9922289
251,0.99659544
252,0.0015233873
253,0.99344105
254,0.00030707545
255,0.029874526
256,0.00060094346
257,0.9916442
258,0.99536645
259,0.00017062188
260,7.469129e-05
261,0.00011132502
262,0.99658835
263,0.00033533224
264,0.030662011
265,0.9891762
266,0.0036702554
267,0.0001797575
268,0.000553373
269,0.9497598
270,0.9994282
271,0.998453
272,0.0002530292
273,0.99727565
274,0.00052824954
275,0.025186673
276,0.99429035
277,0.9764371
278,0.0018587223
279,0.008456436
280,0.99965775
281,0.9785069
282,0.9959908
283,8.742793e-05
284,0.9987637
285,1.1187956e-05
286,0.9969351
287,0.0012027073
288,0.0008777948
289,0.99676174
290,0.0002469457
291,0.00014888064
292,0.98321676
293,0.96397734
294,0.0066334796
295,0.00012683061
296,0.99945444
297,0.9956623
298,0.9785921
299,0.9981139
300,0.0023259858
301,0.00021621624
302,0.0004866027
303,0.0005765123
304,4.1457934e-05
305,0.0005568163
306,0.97741735
307,0.9938828
308,7.2408504e-05
309,0.00010982848
310,0.00014696368
311,2.732287e-05
312,0.0004855437
313,0.00022110755
314,0.002885233
315,0.98030293
316,0.0007517521
317,0.9761629
