id,label
1,0.9999325
2,1.0
3,0.99999547
4,0.9998994
5,1.3908655e-05
6,3.6098634e-05
7,2.6319713e-05
8,2.1969847e-05
9,2.3204999e-05
10,0.0002442093
11,0.00014864559
12,0.9950965
13,0.00010468224
14,0.0034119568
15,3.6476937e-05
16,0.00039495536
17,0.98846954
18,0.9999994
19,4.1463813e-06
20,0.00013316708
21,0.9999993
22,7.3297255e-05
23,0.9999932
24,0.99561703
25,5.889247e-05
26,0.9994666
27,0.9985592
28,7.3523433e-06
29,0.08652388
30,0.99997437
31,0.999997
32,0.6961278
33,0.99994206
34,3.5157107e-05
35,7.4998694e-05
36,3.9260765e-05
37,1.602555e-05
38,0.00010507818
39,0.9852513
40,8.683762e-06
41,0.9994368
42,0.9999907
43,0.99999976
44,0.99964726
45,2.9322386e-05
46,0.971858
47,5.5957073e-05
48,0.9997414
49,0.9999943
50,2.792775e-05
51,4.7668345e-06
52,4.4147664e-06
53,0.00010957251
54,0.0002555124
55,0.00011012349
56,0.9935527
57,0.9999951
58,4.625713e-06
59,0.99930406
60,0.0005238034
61,3.4659104e-05
62,0.99774134
63,1.0955703e-05
64,0.00690909
65,0.9999157
66,0.99329245
67,0.99995077
68,5.3271673e-05
69,0.99997556
70,0.99999666
71,0.9977592
72,0.9999987
73,0.9999958
74,0.99999976
75,0.006586117
76,0.9999821
77,0.99969196
78,0.9988593
79,0.99970514
80,0.00023173059
81,0.08577357
82,0.00025094431
83,0.9999982
84,0.0025192604
85,0.99979013
86,0.8635799
87,0.99879575
88,0.9999943
89,5.1711118e-06
90,0.014473953
91,3.973453e-05
92,1.2779757e-05
93,4.4895132e-06
94,1.0
95,0.99998677
96,1.3713751e-05
97,0.9999827
98,0.99917656
99,6.902936e-05
100,0.0006398859
101,9.468952e-05
102,0.9999578
103,1.084966e-05
104,3.7539053e-06
105,0.9894545
106,0.9992976
107,5.2150615e-05
108,0.0017846649
109,0.99501485
110,0.9999865
111,0.9999789
112,0.9999335
113,0.9996599
114,7.0890375e-05
115,0.00026090734
116,1.0227557e-05
117,6.4771084e-05
118,0.99991894
119,0.9999932
120,0.003946226
121,0.0020444745
122,4.0669478e-05
123,0.00070945435
124,2.7539683e-05
125,0.00040918463
126,0.28904232
127,0.99956197
128,2.1936914e-05
129,7.423323e-05
130,0.9966723
131,0.9995284
132,0.99614954
133,0.00026539044
134,0.00054687716
135,2.9127687e-05
136,9.713634e-05
137,0.9999989
138,0.75250924
139,0.0016793438
140,1.735581e-05
141,1.3180847e-05
142,0.99871266
143,0.99999475
144,0.00082383223
145,0.00062442536
146,1.0
147,0.9999678
148,0.0077960715
149,1.0156757e-05
150,3.7587237e-05
151,0.99659246
152,0.003909257
153,2.959887e-05
154,5.695585e-05
155,0.99994254
156,3.0752333e-05
157,8.2700335e-06
158,0.99978024
159,0.99999213
160,0.9994808
161,2.4431154e-05
162,3.5062087e-05
163,1.8744631e-05
164,0.9999672
165,0.000273275
166,0.00041462568
167,0.9965844
168,1.880033e-06
169,5.04946e-06
170,1.8526625e-05
171,0.0009586233
172,0.99839216
173,0.9766434
174,1.4385371e-05
175,0.99999607
176,0.9997569
177,0.99953246
178,0.9999527
179,0.90338653
180,3.6860896e-05
181,0.9999925
182,0.9999993
183,0.000796432
184,0.00063634466
185,0.003073863
186,2.0841104e-05
187,2.8757163e-06
188,1.0609433e-05
189,0.00016245022
190,0.9999995
191,9.481792e-05
192,0.00013163706
193,0.00017352626
194,1.6709357e-05
195,0.999749
196,0.99976677
197,0.92760956
198,5.589228e-05
199,0.9999311
200,0.91382873
201,0.99995244
202,1.9245437e-05
203,0.99998283
204,0.99999976
205,1.8483316e-06
206,8.590606e-05
207,0.99971086
208,2.9824794e-06
209,0.002755212
210,8.710095e-06
211,0.9997849
212,0.99999154
213,0.03197742
214,0.9808264
215,0.9999913
216,0.9999914
217,0.99997914
218,7.0217495e-05
219,0.9999417
220,0.9999927
221,0.00016356667
222,0.99992526
223,0.99997616
224,1.6856957e-05
225,0.9998863
226,0.9999738
227,0.99999356
228,0.00019611533
229,0.99999964
230,0.0003705501
231,0.9999907
232,0.06476529
233,3.3553765e-06
234,0.0005000996
235,0.9999937
236,0.99894434
237,1.7298651e-05
238,0.9996189
239,1.916604e-05
240,0.99983263
241,0.99996686
242,0.99999213
243,5.8328715e-06
244,0.99953425
245,0.9999645
246,0.028003756
247,0.99999964
248,3.324652e-05
249,0.00060247723
250,0.9999982
251,0.9999994
252,3.2334049e-06
253,0.9999757
254,0.00015161147
255,0.00407876
256,0.0003260809
257,0.9995486
258,0.9999827
259,2.5369394e-05
260,1.3028134e-05
261,6.316134e-05
262,0.99478155
263,1.05128665e-05
264,0.005772959
265,0.99996126
266,2.1949721e-05
267,1.6856957e-05
268,5.743034e-06
269,0.9999914
270,1.0
271,0.99999547
272,3.5762263e-05
273,0.9778145
274,3.368871e-05
275,0.0018147089
276,0.99988115
277,0.99989426
278,0.0001409562
279,5.4889024e-06
280,0.99997306
281,0.9977684
282,1.0
283,6.9874395e-06
284,0.9999963
285,3.92197e-06
286,0.9999888
287,4.604916e-05
288,5.3911615e-05
289,0.9999907
290,3.318475e-05
291,0.00015767557
292,0.9993431
293,0.9981396
294,0.011939917
295,3.6093057e-05
296,0.99999523
297,0.9999988
298,0.99590576
299,0.9999862
300,3.6607165e-05
301,0.00012321821
302,0.00019231623
303,2.3061407e-06
304,7.89085e-06
305,8.125848e-06
306,0.99878603
307,0.9998299
308,1.2671191e-05
309,5.7743648e-05
310,0.00021223676
311,3.4244447e-05
312,0.0017742232
313,0.000101241196
314,0.0035336104
315,0.9999685
316,0.00062536664
317,0.99996614
318,0.00015029142
319,0.9999883
320,0.0003645546
321,0.00022890027
322,0.99410546
323,0.002789759
324,9.105891e-06
325,0.9915399
326,0.99887234
327,0.9983917
328,1.0
329,5.8454066e-06
330,0.011977553
331,0.4988517
332,0.9578406
333,0.9998036
334,1.3579897e-05
335,3.6588775e-05
336,0.00050724164
337,0.99998426
338,1.5344345e-05
339,1.0699681e-05
340,2.3524124e-06
341,0.0004718301
342,8.778993e-05
343,0.00666119
344,0.0074345884
345,0.35318914
346,0.9999957
347,6.336852e-05
348,0.9999641
349,0.00065594347
350,0.99994147
351,6.3133225e-06
352,0.99994636
353,0.9980252
354,0.9819948
355,0.99911684
356,0.9990833
357,4.8523802e-06
358,0.9997906
359,0.0002960192
360,6.939904e-05
361,0.9953448
362,5.990752e-05
363,0.9999733
364,4.230734e-06
365,0.9997459
366,0.999894
367,0.99999046
368,0.9999771
369,0.9999995
370,0.99929833
371,0.9990758
372,8.459637e-06
373,0.99999726
374,0.00012647168
375,0.99952424
376,9.334845e-06
377,0.99865687
378,2.35413e-05
379,0.9999727
380,0.9273881
381,0.99981123
382,0.00047987097
383,0.999997
384,0.9999995
385,0.999908
